,price,bedrooms,bathrooms,sqft_living,floors,waterfront,view,grade,sqft_above,sqft_basement,yr_built,yr_renovated,sqft_living15,sqft_lot15
3947,304000.0,3,1.0,1280.0,1,0,0,6,1280,0,1947,0,1120,8184
3948,355000.0,3,1.75,1460.0,1,0,0,7,1460,0,1990,0,1570,7203
3949,998000.0,4,3.25,3770.0,2,0,0,10,3770,0,1992,0,2290,37141
3950,550000.0,4,1.75,2410.0,2,0,3,8,2060,350,1936,1980,2520,14789
3951,550000.0,4,1.75,2410.0,2,0,3,8,2060,350,1936,1980,2520,14789
3952,210000.0,3,1.75,1400.0,2,0,0,6,1400,0,1948,0,1440,10825
3953,317000.0,3,2.5,2100.0,2,0,0,9,2100,0,1990,0,2330,8119
3955,265000.0,3,1.0,1000.0,1,0,0,7,1000,0,1969,0,1490,10647
3956,700000.0,4,3.5,3150.0,2,0,0,9,3150,0,2001,0,3150,6986
3957,1020000.0,5,3.5,4180.0,2,0,2,10,3160,1020,1990,0,3260,12608
3958,1145000.0,4,2.25,2840.0,1,0,0,8,2240,600,1972,0,2840,20372
3959,460000.0,4,2.5,2110.0,1,0,0,8,1290,820,1985,0,2740,36427
3960,410000.0,2,1.5,1660.0,1,0,0,7,1000,660,1950,0,1570,5500
3961,665000.0,4,3.0,2160.0,1,0,0,7,1320,840,1921,0,1430,4400
3962,600000.0,4,2.5,2420.0,2,0,0,9,2420,0,1994,0,2820,11129
3963,502000.0,4,1.75,1920.0,1,0,0,7,1170,750,1967,0,1480,3844
3964,364950.0,4,2.5,2310.0,2,0,0,7,2310,0,1978,0,1780,8041
3965,680000.0,3,2.25,2330.0,1,0,2,7,1520,810,1927,0,1870,4000
3966,235500.0,5,2.5,2340.0,1,0,0,8,1670,670,1967,0,2080,11000
3967,576000.0,4,2.5,2590.0,2,0,0,8,2590,0,2001,0,2620,6109
3968,405000.0,2,3.0,1410.0,2,0,0,8,1140,270,2006,0,1410,1273
3969,335000.0,3,2.75,2850.0,1,0,0,8,1540,1310,1989,0,2240,7727
3970,122000.0,2,1.0,730.0,1,0,0,6,730,0,1953,0,1170,7034
3971,432000.0,3,1.75,1470.0,1,0,3,7,1070,400,1939,0,2630,7050
3972,375000.0,4,2.25,2330.0,1,0,0,8,2330,0,1974,0,2640,10200
3973,276000.0,4,2.25,2460.0,1,0,0,8,2460,0,1959,0,1630,10216
3974,450000.0,3,2.25,2080.0,1,0,0,8,1680,400,1977,0,2440,107157
3975,210000.0,2,1.0,990.0,1,0,0,6,990,0,1910,0,2150,5000
3976,279000.0,3,2.5,1450.0,2,0,0,7,1450,0,2011,0,2000,4000
3977,635000.0,3,1.75,1340.0,2,0,0,7,1340,0,1900,0,1470,1611
3978,350000.0,3,2.5,2730.0,2,0,0,9,2730,0,1998,0,2710,8343
3979,218000.0,3,1.0,1140.0,1,0,0,6,1140,0,1958,0,1300,7560
3980,750000.0,4,1.5,1950.0,1,0,1,7,1650,300,1944,0,1760,6300
3981,310597.0,4,1.75,2000.0,1,0,0,7,1150,850,1958,0,2420,27500
3982,355000.0,3,1.0,900.0,1,0,0,5,700,200,1923,0,1750,11998
3983,735000.0,5,2.75,3390.0,2,0,0,9,3390,0,2004,0,3210,5211
3984,155000.0,1,1.0,720.0,1,0,0,6,720,0,1940,0,1040,6000
3985,354000.0,3,1.0,940.0,1,0,0,7,940,0,1965,0,2090,9620
3986,415000.0,3,1.75,1770.0,1,0,0,7,1400,370,1982,0,2070,9968
3987,202000.0,1,1.0,590.0,1,0,0,7,590,0,1926,0,780,1617
3988,580000.0,3,2.5,1980.0,2,0,0,7,1470,510,1996,0,1500,1873
3989,1495000.0,4,3.25,3070.0,2,0,0,10,2180,890,1962,2005,2500,11194
3990,790000.0,4,2.5,3500.0,2,0,0,9,3500,0,2004,0,3920,7982
3991,499900.0,3,2.5,2100.0,2,0,0,8,2100,0,1999,0,2100,4370
3992,525000.0,4,2.25,2620.0,1,0,0,7,1820,800,1952,0,1728,95832
3993,810000.0,4,2.5,2810.0,2,0,0,9,2810,0,1989,0,2800,9933
3994,425000.0,4,1.5,2290.0,1,0,0,7,1330,960,1947,0,1740,7058
3995,241250.0,3,1.75,1350.0,1,0,0,7,1350,0,1993,0,1470,7341
3996,318700.0,4,2.5,2770.0,1,0,0,8,1600,1170,1961,0,2730,18429
3997,720000.0,4,1.75,2530.0,1,0,2,8,2070,460,1917,0,1950,3600
3998,291000.0,3,1.0,1280.0,1,0,0,5,1280,0,1941,0,1410,10500
3999,420000.0,3,1.75,1060.0,1,0,0,7,1060,0,1983,0,1310,11416
4000,210000.0,2,1.75,1000.0,1,0,0,8,1000,0,1975,0,1150,4000
4001,645000.0,3,3.25,3870.0,2,0,2,9,2970,900,1991,0,2970,11000
4002,762000.0,5,2.0,3370.0,1,0,0,7,2140,1230,1907,0,1920,3200
4003,247500.0,4,1.75,2290.0,1,0,0,6,2290,0,1936,1953,1240,8215
4004,282500.0,3,2.25,1670.0,2,0,0,7,1670,0,1990,0,1570,7040
4005,395000.0,3,1.75,1460.0,1,0,0,7,1460,0,1961,0,2030,49222
4006,295000.0,3,1.75,1770.0,1,0,0,7,1030,740,1960,0,1560,8918
4007,235000.0,2,1.0,820.0,1,0,0,6,820,0,1954,0,2270,5100
4008,770000.0,3,1.75,1900.0,1,0,2,8,1450,450,1948,0,1530,6334
4009,559950.0,2,2.0,1870.0,1,0,0,8,1870,0,2006,0,1670,4800
4010,639000.0,4,2.0,1840.0,1,0,0,7,920,920,1942,0,1800,5419
4011,314950.0,3,1.0,1590.0,1,0,0,7,1140,450,1967,0,1570,9375
4012,525000.0,3,1.0,1640.0,1,0,0,7,1640,0,1946,0,1540,6180
4013,2400000.0,3,2.25,3000.0,1,1,4,11,3000,0,2001,0,3000,15959
4014,820000.0,3,1.75,2160.0,1,0,0,8,1390,770,1960,0,1290,5376
4015,1385000.0,3,3.0,2490.0,2,0,3,8,1790,700,1911,0,2490,3600
4016,521450.0,3,2.0,1290.0,1,0,0,7,1290,0,1950,0,1160,5700
4017,760750.0,3,2.5,3190.0,2,0,0,9,3190,0,1988,0,3240,53143
4018,759600.0,4,1.0,1540.0,1,0,0,7,1540,0,1923,0,2027,23522
4019,346150.0,3,2.0,2140.0,1,0,0,8,1480,660,1966,0,2070,7220
4020,390000.0,2,1.0,980.0,1,0,0,7,980,0,1926,0,1520,5010
4021,359950.0,5,2.25,2450.0,2,0,0,8,2450,0,1973,0,2310,9100
4022,430000.0,3,2.0,1360.0,1,0,0,6,910,450,1924,0,1440,5120
4023,960000.0,4,3.5,4610.0,2,0,0,10,4610,0,2000,0,3900,11164
4025,1010000.0,3,2.5,2860.0,2,0,0,9,2860,0,1999,0,2360,5832
4026,290000.0,3,2.0,1810.0,1,0,0,7,1810,0,1970,0,1360,12931
4027,1350000.0,4,2.0,2240.0,1,0,0,8,2240,0,1948,0,2500,10918
4028,777000.0,3,3.25,3610.0,2,0,0,10,2440,1170,2003,0,3130,65775
4029,526000.0,2,1.0,1450.0,1,0,0,7,1450,0,1921,0,1470,5000
4030,550000.0,3,3.5,1450.0,2,0,0,8,1200,250,2007,0,1490,3017
4031,276000.0,3,1.5,1820.0,1,0,0,7,1200,620,1958,0,1500,8000
4032,2500000.0,5,3.25,5620.0,2,0,0,11,4140,1480,1916,0,4470,8050
4033,325000.0,3,1.75,2080.0,1,0,0,7,1040,1040,1950,0,1230,5650
4034,365000.0,3,2.5,1780.0,3,0,0,8,1780,0,2007,0,1780,1607
4036,825050.0,4,3.25,2860.0,2,0,0,9,1980,880,1925,1993,2010,3680
4037,690000.0,3,1.5,2540.0,1,0,0,8,1500,1040,1959,0,1870,6800
4038,390000.0,4,1.0,1140.0,1,0,0,6,1140,0,1958,0,1140,1370
4039,385000.0,3,2.0,1320.0,3,0,0,7,1320,0,1995,0,1380,1503
4040,619000.0,3,2.5,2040.0,2,0,0,8,2040,0,1987,0,2170,7503
4041,494000.0,4,2.25,1790.0,1,0,0,7,1170,620,1983,0,2060,50094
4042,412450.0,3,2.0,1910.0,1,0,0,8,1910,0,1955,0,2010,8000
4043,580000.0,3,1.75,1460.0,2,0,0,7,1460,0,1928,0,1220,4062
4044,269900.0,3,1.5,1420.0,1,0,0,7,1420,0,1957,0,1540,21780
4045,704300.0,4,1.5,1790.0,1,0,0,7,1790,0,1928,0,1710,4080
4046,267000.0,3,2.0,1390.0,2,0,0,8,1390,0,2005,0,1264,5550
4047,310000.0,4,1.75,1880.0,1,0,0,7,1280,600,1976,0,1980,9680
4048,227064.0,3,1.5,1570.0,2,0,0,7,1570,0,1908,0,1530,8125
4049,925000.0,3,2.5,2690.0,2,0,0,7,1840,850,1943,0,1800,6435
4050,245000.0,3,1.75,1670.0,1,0,2,8,1670,0,1992,0,1820,11152
4051,339888.0,3,1.0,1040.0,1,0,0,7,1040,0,1969,0,1520,7410
4052,439000.0,4,2.0,1560.0,1,0,0,7,1560,0,1968,0,1730,7500
4053,400000.0,2,1.0,1470.0,1,0,0,7,1470,0,1940,0,1840,6120
4054,560000.0,3,2.25,2070.0,1,0,0,8,2070,0,1955,2013,2070,15002
4055,703011.0,2,1.0,1370.0,1,0,2,8,1130,240,1941,0,2460,6759
4056,363000.0,2,1.0,1120.0,1,0,0,7,770,350,1926,0,1510,4800
4057,650000.0,4,2.75,2640.0,2,0,0,9,2640,0,2001,0,2640,5898
4058,299950.0,3,1.0,1030.0,1,0,0,7,1030,0,1972,0,1470,9044
4059,228950.0,3,1.0,1120.0,1,0,0,6,1120,0,1942,0,1120,6794
4060,465000.0,4,1.75,1730.0,1,0,0,7,880,850,1956,0,1570,7820
4061,725000.0,3,2.5,2090.0,2,0,2,9,2090,0,1983,0,2860,11483
4062,212500.0,3,1.0,920.0,1,0,0,7,920,0,1977,0,1170,9600
4063,526000.0,4,2.25,2970.0,2,0,0,8,2970,0,1983,1998,2260,6465
4064,383000.0,3,2.5,1720.0,2,0,0,8,1720,0,1993,0,2280,5845
4065,244000.0,3,1.75,1460.0,1,0,0,7,1460,0,1988,0,1600,4557
4066,565000.0,3,1.5,1540.0,1,0,0,7,1490,50,1930,0,1620,4080
4067,373000.0,8,3.0,2850.0,1,0,0,7,2850,0,1959,0,1480,4942
4068,300000.0,3,2.0,1310.0,1,0,0,7,1310,0,1962,0,1310,8370
4069,405000.0,5,2.5,2430.0,2,0,0,9,2430,0,2001,0,2420,4770
4070,979000.0,3,1.5,1700.0,1,0,1,8,1700,0,1954,0,2630,17376
4071,324888.0,4,1.75,2160.0,2,0,0,8,2160,0,1978,0,1790,53578
4072,445000.0,3,1.5,860.0,1,0,0,6,860,0,1929,0,1220,4300
4073,761000.0,3,3.5,2050.0,2,0,0,8,1520,530,2006,0,1230,3640
4074,435000.0,4,2.0,1650.0,1,0,0,7,1130,520,1972,0,1650,5184
4075,252000.0,3,2.25,1570.0,1,0,0,7,1180,390,1991,0,1540,8410
4076,350000.0,3,1.75,1660.0,1,0,0,7,1660,0,1957,0,1640,8906
4077,875000.0,3,1.0,1220.0,1,0,0,7,1220,0,1955,0,1910,8119
4078,940000.0,3,1.0,1220.0,1,0,0,7,1220,0,1955,0,1910,8119
4079,280000.0,3,2.0,1780.0,1,0,0,7,1780,0,1964,0,2140,8449
4080,450000.0,3,2.5,2180.0,2,0,0,8,2180,0,2004,0,2540,4607
4081,905000.0,3,2.5,3520.0,2,0,0,9,3520,0,2004,0,2310,165963
4082,382450.0,3,2.5,2220.0,2,0,0,8,2220,0,1998,0,2420,19249
4083,246700.0,3,2.0,1610.0,1,0,0,7,1610,0,1967,0,1610,15725
4084,220000.0,3,1.5,1070.0,1,0,0,6,1070,0,1956,0,1480,8400
4085,555750.0,3,1.0,1060.0,1,0,0,6,910,150,1913,0,1200,4880
4086,262500.0,3,1.5,1160.0,1,0,0,7,1160,0,1962,0,1160,8906
4087,515000.0,2,1.0,910.0,1,0,0,7,910,0,1949,0,1600,5200
4088,499500.0,3,2.5,2970.0,2,0,0,9,2970,0,1998,2006,2040,27917
4089,135000.0,1,1.0,790.0,1,0,0,6,790,0,1942,0,1240,7137
4090,462500.0,2,2.0,1540.0,2,0,0,7,1540,0,1948,1983,1540,7072
4091,937500.0,4,2.5,3130.0,1,0,4,9,2530,600,1956,0,3680,23000
4092,458000.0,3,1.5,1470.0,1,0,0,7,1280,190,1941,0,1390,9570
4093,845000.0,4,2.75,3160.0,1,0,0,8,2100,1060,1933,0,2200,6122
4094,660000.0,3,2.25,2675.0,2,0,0,8,2675,0,1984,0,2300,39438
4095,265000.0,3,2.0,1340.0,1,0,0,7,1340,0,1987,0,1630,6458
4097,280000.0,3,2.5,1800.0,2,0,0,8,1800,0,1987,0,1770,8390
4098,1055000.0,3,3.25,2990.0,2,0,0,10,2990,0,1974,0,3500,48760
4099,875000.0,4,3.0,3720.0,1,0,0,9,1930,1790,1960,0,3160,15300
4100,125000.0,3,1.0,920.0,1,0,0,6,920,0,1961,0,1120,7276
4101,634800.0,4,3.0,3280.0,2,0,0,7,3280,0,2005,0,2600,5004
4102,269950.0,4,1.0,1440.0,1,0,0,7,1440,0,1964,0,1740,43560
4103,359950.0,3,2.25,1940.0,1,0,0,8,1100,840,1981,0,2180,8954
4104,417000.0,3,1.75,1590.0,1,0,0,8,1590,0,1979,0,1970,9960
4105,389000.0,2,2.0,1340.0,1,0,0,8,1340,0,2007,0,1350,4273
4106,1038000.0,4,2.5,3770.0,2,0,2,11,3770,0,1997,0,3710,9685
4107,698000.0,6,2.5,2680.0,1,0,0,7,1340,1340,1967,0,2200,9875
4108,685000.0,4,2.5,2820.0,2,0,0,8,2820,0,2008,0,1560,10125
4109,198500.0,3,1.75,1520.0,1,0,0,5,1520,0,1932,0,1240,8602
4110,350000.0,4,2.5,2560.0,2,0,0,8,2560,0,2012,0,2620,5428
4111,649950.0,3,2.5,3310.0,1,0,0,8,2160,1150,1919,1996,2340,189050
4112,441000.0,3,1.5,1540.0,1,0,0,7,1540,0,1968,0,1560,7500
4113,462600.0,3,1.75,1430.0,1,0,0,8,1430,0,1964,0,2040,10035
4114,365070.0,4,2.5,2506.0,2,0,0,7,2506,0,2006,0,2070,8260
4115,550000.0,4,2.0,2250.0,1,0,0,7,1200,1050,1956,0,1440,7500
4116,470000.0,5,1.75,2740.0,1,0,0,7,1370,1370,1945,0,1990,4800
4117,340000.0,3,1.75,1540.0,1,0,0,6,1540,0,1977,0,1090,7500
4119,405000.0,4,1.75,1690.0,1,0,0,7,1190,500,1979,0,1880,9861
4120,661000.0,4,2.25,1990.0,1,0,2,8,1420,570,1932,0,1810,5750
4121,635000.0,4,2.5,2410.0,2,0,0,9,2410,0,1993,0,2240,7184
4122,282000.0,2,1.0,1150.0,1,0,0,7,950,200,1948,0,1790,8455
4123,235000.0,4,1.75,1720.0,2,0,0,7,1720,0,1956,0,1350,10205
4124,277500.0,3,2.0,1260.0,2,0,0,7,1260,0,1981,0,1430,13000
4125,346500.0,5,2.5,2020.0,1,0,0,8,1430,590,1978,0,1680,8959
4126,480000.0,5,2.25,2240.0,1,0,0,7,1490,750,1959,0,2010,6050
4127,360000.0,4,2.25,1930.0,2,0,0,8,1930,0,1996,0,2170,6548
4128,245000.0,3,2.5,1820.0,1,0,0,7,1420,400,1994,0,1710,6055
4129,625000.0,3,3.5,1560.0,2,0,0,8,1240,320,1995,0,1560,1662
4130,750500.0,5,3.0,2170.0,1,0,0,8,1450,720,1911,0,2070,4000
4131,525000.0,3,1.75,1600.0,1,0,0,8,1180,420,1977,0,1750,9829
4132,740000.0,4,3.5,3760.0,2,0,0,9,2950,810,1998,0,2870,28945
4133,523000.0,3,1.5,1240.0,1,0,0,7,1240,0,1957,0,1260,7500
4134,292000.0,3,1.75,1090.0,1,0,0,8,1090,0,1929,0,1640,5225
4135,625000.0,4,2.5,2740.0,1,0,2,8,1820,920,1961,0,2660,8280
4136,700000.0,3,2.5,3110.0,2,0,2,9,3110,0,2002,0,4240,13353
4137,399950.0,3,2.5,1610.0,2,0,0,7,1280,330,2007,0,1480,1602
4138,545000.0,4,3.5,1880.0,3,0,0,8,1650,230,2007,0,1740,1883
4139,339999.0,4,2.0,1740.0,1,0,0,6,870,870,1954,0,1560,7200
4140,1210000.0,4,2.25,3270.0,2,0,0,8,2180,1090,1909,0,2880,6000
4141,545000.0,3,2.5,1990.0,2,0,0,8,1990,0,2003,0,2280,4506
4142,260000.0,4,1.75,1960.0,1,0,0,8,1960,0,1967,0,2080,8400
4143,526000.0,3,1.75,1680.0,1,0,0,7,960,720,1992,0,1680,4080
4144,701000.0,4,3.0,2910.0,2,0,0,9,2910,0,2003,0,3040,6091
4145,290000.0,3,2.25,1500.0,1,0,0,7,1210,290,1968,0,1480,7308
4146,330600.0,1,1.0,580.0,1,0,0,7,580,0,1908,2005,1260,4000
4147,550500.0,3,1.75,2540.0,1,0,0,7,1270,1270,1949,0,1950,8280
4148,430000.0,2,1.0,950.0,1,0,0,7,950,0,1949,0,1360,2550
4150,260600.0,2,1.0,810.0,1,0,0,7,810,0,1928,0,1490,4560
4151,825000.0,5,3.0,4080.0,2,0,2,8,2720,1360,1961,0,2000,4545
4152,378950.0,4,2.0,1820.0,1,0,0,7,1300,520,1956,0,1700,9450
4153,435000.0,4,2.5,2650.0,2,0,0,7,2650,0,2000,0,2590,13218
4154,631000.0,3,2.25,1670.0,2,0,0,9,1250,420,2015,0,1610,5191
4155,415000.0,3,2.5,2480.0,2,0,0,8,2480,0,1986,0,2300,8303
4156,222000.0,3,1.75,1240.0,1,0,0,8,1070,170,1967,0,1650,7560
4157,245000.0,3,2.0,1390.0,1,0,0,7,1390,0,1987,0,1390,7875
4158,720000.0,3,2.5,2880.0,2,0,0,10,2880,0,1985,0,2960,10514
4159,215000.0,3,1.0,1060.0,1,0,0,7,1060,0,1960,0,1620,8760
4160,579100.0,2,1.0,1070.0,1,0,0,7,830,240,1924,0,1760,4080
4161,522500.0,4,1.75,1640.0,1,0,0,7,870,770,1943,0,2460,14326
4162,489000.0,3,2.0,1510.0,1,0,0,7,910,600,1972,0,1620,4000
4163,240000.0,3,1.0,1230.0,1,0,0,6,1230,0,1925,0,1280,1572
4164,420250.0,3,2.0,1510.0,1,0,0,8,1510,0,2007,0,1510,3657
4165,523000.0,4,2.5,3180.0,2,0,0,8,2120,1060,1967,0,2700,14190
4166,628000.0,4,2.0,2260.0,1,0,0,8,1430,830,1958,0,2030,5874
4167,320000.0,4,2.5,1920.0,2,0,0,8,1920,0,1990,0,2300,7645
4168,359950.0,3,2.5,1980.0,2,0,0,8,1980,0,1999,0,1700,20580
4169,232000.0,2,1.0,1200.0,1,0,0,6,1200,0,1958,0,1200,7500
4170,810000.0,4,2.25,2020.0,1,0,2,8,1210,810,1961,0,2660,6050
4171,245000.0,4,1.5,2010.0,1,0,0,7,1890,120,1921,0,1420,6564
4172,273000.0,3,2.25,1930.0,1,0,0,7,1470,460,1984,0,1510,8192
4173,1191000.0,5,2.5,2710.0,1,0,0,8,1720,990,1959,0,3180,16624
4174,438000.0,5,1.0,1950.0,1,0,0,7,1450,500,1917,0,1950,6250
4175,400000.0,3,1.75,2110.0,1,0,0,8,2110,0,1959,0,880,10077
4176,340000.0,3,1.0,1250.0,1,0,0,7,1250,0,1951,0,1404,4800
4177,552000.0,2,2.5,1380.0,3,0,0,9,1380,0,2006,0,1430,3400
4178,790000.0,3,1.75,2050.0,2,0,0,8,2050,0,1991,0,1890,4080
4179,360000.0,3,1.5,1800.0,2,0,0,8,1800,0,1931,0,1440,16640
4180,235000.0,3,1.0,1310.0,1,0,0,7,1310,0,1934,1984,1530,13154
4181,775000.0,2,1.0,1010.0,1,0,0,7,1010,0,1913,0,1540,3600
4182,489200.0,3,2.75,1850.0,1,0,0,7,1850,0,1965,0,1250,10500
4183,341000.0,3,2.25,1750.0,2,0,0,8,1750,0,1977,0,1680,7910
4184,335000.0,4,2.5,2154.0,2,0,0,8,2154,0,2012,0,2305,5769
4185,393500.0,3,1.75,1230.0,2,0,0,8,1010,220,2004,0,1170,1942
4186,360000.0,3,2.0,1960.0,1,0,3,6,980,980,1940,0,2190,6363
4187,400800.0,4,1.0,1070.0,1,0,0,6,870,200,1923,0,1270,5750
4188,585000.0,3,1.0,1450.0,1,0,0,7,1190,260,1939,0,1810,5559
4189,1600000.0,4,2.75,3680.0,2,0,3,9,2480,1200,1936,0,3200,5000
4190,2880500.0,4,2.5,5760.0,2,0,4,12,4390,1370,1994,0,3420,28475
4191,300000.0,3,1.0,1220.0,1,0,0,7,1220,0,1955,0,1510,12600
4192,1045000.0,4,2.75,2950.0,2,0,0,7,1810,1140,1912,0,2000,4560
4193,360000.0,3,1.5,1340.0,2,0,0,7,1040,300,1999,0,1220,1110
4194,665900.0,4,2.25,2870.0,2,0,1,8,2220,650,1926,0,1660,4800
4195,470000.0,4,1.0,2590.0,1,0,0,7,2000,590,1911,0,1800,7080
4196,581000.0,4,1.75,2090.0,1,0,0,8,1070,1020,1963,0,1310,7975
4197,527000.0,6,3.5,3000.0,1,0,0,8,1500,1500,1979,0,1400,8403
4198,423000.0,4,1.75,1730.0,1,0,0,7,880,850,1955,0,1550,7245
4199,875000.0,4,3.5,2850.0,1,0,0,7,2040,810,1926,0,1860,4416
4200,410000.0,3,1.0,1020.0,1,0,0,7,1020,0,1951,0,1440,6678
4201,606000.0,3,2.5,2200.0,2,0,0,9,2200,0,1997,0,2320,6098
4202,654000.0,3,2.5,3240.0,2,0,0,7,3240,0,1997,0,2570,204732
4203,150000.0,3,0.75,490.0,1,0,0,5,490,0,1959,0,800,18297
4204,373000.0,3,2.5,2990.0,1,0,0,7,1550,1440,2003,0,1800,6771
4205,550000.0,5,2.0,2450.0,1,0,0,7,1240,1210,1900,1955,1310,5693
4206,512500.0,3,2.5,1900.0,2,0,0,8,1900,0,1990,0,1980,9583
4207,360000.0,4,2.5,2640.0,2,0,0,7,2640,0,2003,0,2640,6383
4208,369000.0,3,2.0,1340.0,3,0,0,8,1340,0,1997,0,1340,1321
4209,825000.0,4,2.5,3220.0,2,0,0,9,3220,0,2003,0,3220,4921
4210,255000.0,3,2.0,930.0,1,0,0,7,930,0,1978,0,1280,11250
4211,1285000.0,4,2.5,3240.0,1,0,0,10,2260,980,1946,0,3490,10800
4212,270000.0,5,2.5,2630.0,1,0,0,8,2630,0,1968,0,1780,8575
4213,480680.0,3,2.5,1730.0,2,0,0,8,1730,0,1996,0,1610,4313
4214,525000.0,4,1.75,2120.0,1,0,0,8,1220,900,1965,0,2160,7725
4215,291500.0,3,1.0,880.0,1,0,0,6,880,0,1946,0,1170,9238
4216,305000.0,4,2.0,1800.0,1,0,0,7,1800,0,1974,0,1730,13551
4217,285000.0,3,1.75,1600.0,1,0,0,7,1600,0,1998,0,1620,7461
4218,1875000.0,3,2.5,3280.0,2,1,3,11,3280,0,1925,0,3530,21074
4219,329500.0,5,1.75,3290.0,1,0,0,7,1790,1500,1968,0,2380,7000
4220,1570000.0,4,2.25,2890.0,3,1,4,10,2890,0,1984,0,2870,11151
4221,379260.0,3,2.5,1730.0,1,0,0,7,1330,400,1991,0,2100,8125
4222,356000.0,3,2.5,1590.0,2,0,0,7,1590,0,2000,0,1590,3411
4223,571900.0,4,1.75,1710.0,1,0,0,7,1710,0,1956,0,1360,10133
4224,271500.0,3,1.75,1995.0,2,0,0,7,1995,0,1957,0,1980,13640
4225,390000.0,3,1.75,1300.0,1,0,0,7,1300,0,1967,0,1520,7713
4226,550000.0,3,2.5,2720.0,1,0,0,8,2040,680,1985,0,2770,204296
4227,755000.0,2,2.5,1360.0,2,0,0,8,1360,0,1999,0,1920,2092
4228,509500.0,2,2.5,1590.0,2,0,0,8,1300,290,1994,0,1880,3675
4229,486700.0,2,1.0,1200.0,1,0,0,7,1080,120,1942,0,1200,6211
4230,527500.0,2,1.0,1170.0,1,0,0,7,1170,0,1910,0,1530,4000
4231,475000.0,5,2.5,2010.0,1,0,0,6,1510,500,1912,0,1780,3600
4232,268000.0,3,2.75,1880.0,2,0,0,7,1810,70,2001,0,1800,2537
4233,562000.0,3,2.0,3250.0,2,0,0,8,3250,0,1978,0,2370,47480
4234,780000.0,4,2.5,2270.0,1,0,0,9,1310,960,1975,0,2810,13475
4236,710000.0,3,2.0,1880.0,1,0,0,8,1040,840,1931,0,1790,3000
4237,445000.0,3,1.0,1050.0,1,0,0,7,910,140,1947,0,1500,5664
4238,729000.0,3,3.25,2250.0,1,0,0,9,2250,0,2005,0,2760,84070
4239,384400.0,3,3.25,1689.0,3,0,0,8,1689,0,2008,0,1459,1384
4240,815000.0,6,3.0,2860.0,1,0,0,8,1430,1430,1962,2015,1920,13452
4241,865000.0,4,2.5,2710.0,3,0,0,10,2710,0,1990,0,1810,3586
4242,514000.0,3,2.0,1770.0,1,0,0,7,1770,0,1967,0,2250,11250
4243,615000.0,4,2.75,2820.0,1,0,0,8,1860,960,1965,0,2580,13193
4244,865000.0,4,3.25,3400.0,1,0,0,8,2000,1400,1980,0,3460,47920
4245,755000.0,4,2.5,3110.0,2,0,0,9,3110,0,2004,0,3090,7000
4246,425000.0,4,1.0,1480.0,1,0,0,7,1080,400,1953,0,1580,8502
4247,375000.0,2,1.0,940.0,1,0,0,6,940,0,1910,0,1330,8740
4248,750000.0,4,2.5,2680.0,2,0,0,8,2680,0,2009,0,2750,4548
4249,722000.0,4,2.75,3190.0,2,0,0,9,3190,0,2005,0,3160,5773
4250,1011000.0,3,2.5,1920.0,2,0,1,9,1920,0,1949,1997,1790,4500
4251,725000.0,3,2.5,2610.0,2,0,0,9,2610,0,1996,0,2610,8458
4252,170000.0,3,0.75,1040.0,1,0,0,6,1040,0,1947,0,1270,24090
4253,845000.0,4,3.25,2880.0,1,0,0,11,2270,610,1982,0,1910,167378
4254,271900.0,3,2.0,1450.0,2,0,0,7,1450,0,1991,0,1450,8653
4255,1300000.0,6,4.5,3902.0,3,0,4,9,2782,1120,1977,0,1100,3870
4256,261500.0,4,2.5,2460.0,1,0,0,8,1500,960,1977,0,2210,7800
4257,619500.0,3,2.5,2170.0,2,0,0,9,2170,0,2003,0,2170,5000
4258,435000.0,5,2.25,1970.0,1,0,0,7,1450,520,1986,0,1300,10800
4259,210000.0,3,1.0,1000.0,1,0,0,7,1000,0,1954,0,1320,5250
4260,489950.0,3,2.0,1580.0,1,0,0,7,790,790,1909,0,1350,5350
4261,260000.0,4,1.5,2130.0,1,0,0,7,1100,1030,1962,0,1480,8120
4262,300000.0,4,1.0,1370.0,1,0,0,7,1370,0,1949,0,1370,8187
4263,530000.0,4,2.0,2150.0,1,0,2,8,1330,820,1966,0,2310,14034
4264,235000.0,3,1.75,1370.0,1,0,0,8,1370,0,1977,0,2100,15260
4265,593500.0,3,1.0,1370.0,2,0,0,8,1370,0,1918,0,1370,4000
4266,562000.0,3,3.0,3290.0,2,0,2,8,2330,960,1975,0,1830,30494
4267,585000.0,3,2.0,3190.0,2,0,0,9,3190,0,1994,0,2930,206474
4268,2400000.0,4,3.25,4140.0,1,0,1,10,3300,840,1977,2005,4020,20008
4269,199500.0,3,1.75,1690.0,1,0,0,7,1690,0,1986,0,1690,7532
4270,544500.0,5,1.0,1690.0,1,0,0,7,1690,0,1914,0,1230,4500
4271,394900.0,3,1.0,1430.0,1,0,0,7,1430,0,1962,0,1670,10075
4272,912000.0,4,3.75,1980.0,2,0,0,9,1980,0,2009,0,1480,3840
4273,260000.0,3,2.5,1490.0,2,0,0,7,1490,0,1990,0,1640,7943
4274,858000.0,5,3.0,3620.0,1,0,2,8,1900,1720,1964,0,2930,10669
4275,1275000.0,4,2.5,2720.0,1,0,1,9,1870,850,1963,0,3560,15993
4276,242150.0,4,1.75,1490.0,1,0,0,7,1490,0,1970,0,1180,8372
